Order,Site,Gentry_Code,year,Line,Main_Stem,LTER_Tag_#,LTER_Tag_# 2,Taxon,ENQ_Tag_#,CI,Comments JG,Comments JG (simplified),"Growth dbh, (3 yrs)","Growth dgh, (3 yrs)","DBH +DGH, 3yrs",Bins kg,Bins 10 kg,Mass yr 3,Mass dbh yr 1,Mass dbh yr 3,dbh mass growth,mass dgh yr 1,mass dgh yr 3,growth mass dgh,"mass, yr 1, dbh + dgh",growth dbh + dgh,Distance_m,location_2012,Date,Year 2 sample date,Year 3 sample date,Year1_DBH,Year2_DBH,Year3_DBH,Year1_DGH_1,Year2_DGH,Year3_DGH,Mortality_Date,error,Dendrometer,Year2_recorder,Year2_Tagger,Year2_measurer,DTN,POM,Year1_notes,Year2_Notes,Year3_Notes,Year1_Total_Plot_Biomass,Sampled,Angle,location_2011,Cloth_tape,RUFINO HABIT,vnum,WoodDensityBIEN,log Growth (kg/2yr),log Mass (kg),mass-norm growth
332,Harvard Forest LTER,HFRT1,1,6,na,60584,60584,Tsuga canadensis,,1.5,,,0,,0,1-5kg,,1.987643074,1.987643074,1.987643074,0,,,,1.987643074,0,39.9,C,20111117,20121114,20131028,3.3,3.3,3.3,,,,,,,Amanda,Lindsey,Colby,,,,,,,,,R,,,6194,0.38,,0.2983384,
333,Harvard Forest LTER,HFRT1,1,6,na,60586,60586,Tsuga canadensis,,1.5,,,0,,0,5-20kg,,6.925096337,6.925096337,6.925096337,0,,,,6.925096337,0,40.1,RR,20111117,20121114,20131028,5.5,5.5,5.5,,,,,,,Amanda,Lindsey,Colby,,,,,,,,,R,,,6195,0.38,,0.840425819,
334,Harvard Forest LTER,HFRT1,1,6,na,60636,60636,Quercus rubra,,5,,,1.7,,1.7,>500kg,,1464.422241,1343.848846,1464.422241,120.5733952,,,,1343.848846,120.5733952,41.4,RR,20111117,20121114,20131028,47.5,47.9,49.2,,,,,,,Amanda,Lindsey,Colby,,,,,,,,,R,,,6196,0.56,2.08125149,3.128350423,-0.265011327
335,Harvard Forest LTER,HFRT1,1,6,na,,,,5372,1.5,,,,0.2,0.2,<1kg,,0.338935271,,,,0.244575777,0.338935271,0.094359493,0.244575777,0.094359493,42.1,RR,20111117,20121114,20131028,,,,1.4,1.6,1.6,,,,Amanda,Lindsey,Colby,,,,TC,,,,,R,,,6197,0.38,-1.025214401,-0.611586558,-0.566524483
336,Harvard Forest LTER,HFRT1,1,6,na,,,,5373,1.5,,,,0.1,0.1,<1kg,,0.338935271,,,,0.289486676,0.338935271,0.049448595,0.289486676,0.049448595,42.4,R,20111117,20121114,20131028,,,,1.5,1.6,1.6,,,,Amanda,Lindsey,Colby,,,,TC,,,,,R,,,6198,0.38,-1.305846044,-0.53837142,-0.902067478
337,Harvard Forest LTER,HFRT1,1,6,na,,,,5374,1,,,,0.1,0.1,<1kg,,0.289486676,,,,0.289486676,0.289486676,0,0.289486676,0,42.9,R,20111117,20121114,20131028,,,,1.5,1.5,1.6,,,,Amanda,Lindsey,Colby,,,,TC,,,,,R,,,6199,0.38,,-0.53837142,
338,Harvard Forest LTER,HFRT1,1,6,na,,,,5375,1.5,,,,0.2,0.2,<1kg,,0.822681166,,,,0.822681166,0.822681166,0,0.822681166,0,43.6,C,20111117,20121114,20131028,,,,2.3,2.3,2.5,,,,Amanda,Lindsey,Colby,,,,TC,,,,,R,,,6200,0.38,,-0.084768445,
339,Harvard Forest LTER,HFRT1,1,6,na,50661,50661,Tsuga canadensis,,2.5,,,0.1,,0.1,100-500kg,,382.4132676,379.1313897,382.4132676,3.281877918,,,,379.1313897,3.281877918,43.9,LL,20111117,20121114,20131028,28.3,28.2,28.4,,,,,,,Amanda,Lindsey,Colby,,,,,,,,,L,,,6201,0.38,0.516122422,2.578789743,-1.417969885
340,Harvard Forest LTER,HFRT1,1,6,na,,,,5376,1.5,,,,1.1,1.1,<1kg,,0.515803175,,,,0.451968277,0.515803175,0.063834898,0.451968277,0.063834898,44.3,R,20111117,20121114,20131028,,,,1.8,1.9,2.9,,,,Amanda,Lindsey,Colby,,,,TC,,,,,R,,,6202,0.38,-1.194941831,-0.344892047,-0.936272796
341,Harvard Forest LTER,HFRT1,1,6,na,,,,5377,1,,,,0.1,0.1,<1kg,,0.204065773,,,,0.167814299,0.204065773,0.036251474,0.167814299,0.036251474,44.4,R,20111117,20121114,20131028,,,,1.2,1.3,1.3,,,,Amanda,Lindsey,Colby,,,,TC,,,,,R,,,6203,0.38,-1.44067433,-0.775171037,-0.859296052
342,Harvard Forest LTER,HFRT1,1,6,na,,,,5378,1,,,,0.2,0.2,<1kg,,0.135672746,,,,0.107485427,0.135672746,0.028187318,0.107485427,0.028187318,44.6,C,20111117,20121114,20131028,,,,1,1.1,1.2,,,,Amanda,Lindsey,Colby,,,,TC,,,,,R,,,6204,0.38,-1.549946245,-0.968650414,-0.823458434
343,Harvard Forest LTER,HFRT1,1,6,na,,,,5379,1.5,,,,0.1,0.1,<1kg,,0.204065773,,,,0.204065773,0.204065773,0,0.204065773,0,44.8,L,20111117,20121114,20131028,,,,1.3,1.3,1.4,,,,Amanda,Lindsey,Colby,,,,TC,,,,,C,,,6205,0.38,,-0.690229831,
344,Harvard Forest LTER,HFRT1,1,6,na,,,,5380,1,,,,0.2,0.2,<1kg,,0.204065773,,,,0.167814299,0.204065773,0.036251474,0.167814299,0.036251474,45.3,L,20111117,20121114,20131028,,,,1.2,1.3,1.4,,,,Amanda,Lindsey,Colby,,,,TC,,,,,L,,,6206,0.38,-1.44067433,-0.775171037,-0.859296052
345,Harvard Forest LTER,HFRT1,2,6,na,,,,5537,,,,,,,,,,,,,,,,,,45.6,RR,20121114,20121114,20131028,,,,,1.2,1.3,,,,Amanda,Lindsey,Colby,,,,TC,,,,,,,,6207,0.38,,,
346,Harvard Forest LTER,HFRT1,1,6,na,60621,60621,Tsuga canadensis,,,,,0.7,,0.7,>500kg,,507.9981394,481.1897171,507.9981394,26.80842223,,,,481.1897171,26.80842223,45.9,LL,20111117,20121114,20131028,31.2,31.4,31.9,,,,,,,Amanda,Lindsey,Colby,,,,,,,,,L,,,6208,0.38,1.428271255,2.682316338,-0.583465999
347,Harvard Forest LTER,HFRT1,1,6,na,,,,5381,1.5,,,,0.3,0.3,<1kg,,0.135672746,,,,0.107485427,0.135672746,0.028187318,0.107485427,0.028187318,47.3,L,20111117,20121114,20131028,,,,1,1.1,1.3,,,,Amanda,Lindsey,Colby,,,,TC,,,,,L,,,6209,0.38,-1.549946245,-0.968650414,-0.823458434
348,Harvard Forest LTER,HFRT1,3,6,na,,,,5672,1.5,,,,,,,,,,,,,,,,,48,L,,,20131028,,,,,,1.1,,,,,,,,,,,,,,,,,,,0.38,,,
349,Harvard Forest LTER,HFRT1,1,6,na,,,,5382,1.5,,,,0.3,0.3,<1kg,,0.289486676,,,,0.244575777,0.289486676,0.044910898,0.244575777,0.044910898,48.2,R,20111117,20121114,20131028,,,,1.4,1.5,1.7,,,,Amanda,Lindsey,Colby,,,,TC,,,,,R,,,6210,0.38,-1.347648261,-0.611586558,-0.888958343
350,Harvard Forest LTER,HFRT1,1,6,na,,,,5383,1.5,,,,0.4,0.4,<1kg,,0.289486676,,,,0.204065773,0.289486676,0.085420903,0.204065773,0.085420903,48.2,LL,20111117,20121114,20131028,,,,1.3,1.5,1.7,,,,Amanda,Lindsey,Colby,,,,TC,,,,,L,,,6211,0.38,-1.068435842,-0.690229831,-0.550763468
351,Harvard Forest LTER,HFRT1,1,6,na,,,,5384,1.5,,,,0.3,0.3,<1kg,,0.244575777,,,,0.244575777,0.244575777,0,0.244575777,0,49.2,C,20111117,20121114,20131028,,,,1.4,1.4,1.7,,,,Amanda,Lindsey,Colby,,,,TC,,,,,R,,,6212,0.38,,-0.611586558,
352,Harvard Forest LTER,HFRT1,1,6,na,,,,5385,1.5,,,,0.3,0.3,<1kg,,0.204065773,,,,0.167814299,0.204065773,0.036251474,0.167814299,0.036251474,49.4,C,20111117,20121114,20131028,,,,1.2,1.3,1.5,,,,Amanda,Lindsey,Colby,,,,TC,,,,,R,,,6213,0.38,-1.44067433,-0.775171037,-0.859296052
353,Harvard Forest LTER,HFRT1,1,6,na,60622,60622,Tsuga canadensis,,,,,0.1,,0.1,>500kg,,856.3170489,851.0294822,856.3170489,5.287566724,,,,851.0294822,5.287566724,50,L,20111117,20121114,20131028,39.4,39.4,39.5,,,,,,,Amanda,Lindsey,Colby,,,,,,,,,C,,,6214,0.38,0.723255861,2.929944606,-1.474202593
354,Harvard Forest LTER,HFRT1,1,7,na,60191,60191,Pinus hartwegii,,3,"Dead, snapped trunk",Dead,,,,,,,,,,,,,,,0.2,R,20111117,20121114,20131028,23.7,,,,,,11_2012,,,Colby,Lindsey,Amanda,,,,dead,,,,,R,,,6215,0.445,,,
355,Harvard Forest LTER,HFRT1,1,7,na,60171,60171,Picea abies,,2,Dead,Dead,,,,,,,,,,,,,,,2.7,RR,20111117,20121114,20131028,9.5,,,,,,11_2012,,,Colby,Lindsey,Amanda,,,,dead,,,,,R,,,6216,0.37023,,,
356,Harvard Forest LTER,HFRT1,1,7,na,60173,60173,Picea abies,,2.5,Dead,Dead,,,,,,,,,,,,,,,4.5,C,20111117,20121114,20131028,7.6,7.5,,,,,10_2013,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6217,0.37023,,,
357,Harvard Forest LTER,HFRT1,1,7,na,,,,5349,2,,,,0.4,0.4,<1kg,,0.393053372,,,,0.338935271,0.393053372,0.054118102,0.338935271,0.054118102,7.1,RR,20111117,20121114,20131028,,,,1.6,1.7,2,,,,Colby,Lindsey,Amanda,,,,tc,,,,,R,,,6218,0.38,-1.266657443,-0.469883234,-0.914245017
358,Harvard Forest LTER,HFRT1,1,7,na,60175,60175,Picea abies,,2,,,0.1,,0.1,20-100kg,,61.01409338,59.90748287,61.01409338,1.106610503,,,,59.90748287,1.106610503,8.8,RR,20111117,20121114,20131028,13.3,13.3,13.4,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6219,0.37023,0.043994788,1.777481072,-1.289116016
359,Harvard Forest LTER,HFRT1,1,7,na,,,,5348,2,,,,0.1,0.1,<1kg,,0.135672746,,,,0.107485427,0.135672746,0.028187318,0.107485427,0.028187318,9.9,L,20111117,20121114,20131028,,,,1,1.1,1.1,,,,Colby,Lindsey,Amanda,,,,tc,,,,,L,,,6220,0.38,-1.549946245,-0.968650414,-0.823458434
360,Harvard Forest LTER,HFRT1,1,7,na,,,,5346,2,,,,0.3,0.3,<1kg,,0.135672746,,,,0.107485427,0.135672746,0.028187318,0.107485427,0.028187318,10.9,L,20111117,20121114,20131028,,,,1,1.1,1.3,,,,Colby,Lindsey,Amanda,,,,tc,,,,,L,,,6221,0.38,-1.549946245,-0.968650414,-0.823458434
361,Harvard Forest LTER,HFRT1,1,7,na,,,,5347,2,,,,0.3,0.3,<1kg,,0.658707236,,,,0.658707236,0.658707236,0,0.658707236,0,10.9,RR,20111117,20121114,20131028,,,,2.1,2.1,2.4,,,,Colby,Lindsey,Amanda,,,,tc,,,,,R,,,6222,0.38,,-0.181307566,
362,Harvard Forest LTER,HFRT1,1,7,na,60147,60147,Tsuga canadensis,,2,,,0.4,,0.4,<1kg,,0.338935271,0.167814299,0.338935271,0.171120972,,,,0.167814299,0.171120972,13.3,L,20111117,20121114,20131028,1.2,1.5,1.6,2.6,,,,,,Colby,Lindsey,Amanda,,,G,tc,,,,,L,,,6223,0.38,-0.766696762,-0.775171037,-0.185318484
363,Harvard Forest LTER,HFRT1,1,7,na,,,,5345,2,,,,0.2,0.2,<1kg,,0.515803175,,,,0.451968277,0.515803175,0.063834898,0.451968277,0.063834898,13.7,LL,20111117,20121114,20131028,,,,1.8,1.9,2,,,,Colby,Lindsey,Amanda,,,,tc,,,,,L,,,6224,0.38,-1.194941831,-0.344892047,-0.936272796
364,Harvard Forest LTER,HFRT1,1,7,na,60148,60148,Tsuga canadensis,,2,,,0.6,,0.6,<1kg,,0.451968277,0.167814299,0.451968277,0.284153979,,,,0.167814299,0.284153979,13.8,L,20111117,20121114,20131028,1.2,1.5,1.8,3.2,,,,,,Colby,Lindsey,Amanda,,,G,,,,,,L,,,6225,0.38,-0.546446258,-0.775171037,0.034932019
365,Harvard Forest LTER,HFRT1,1,7,na,60150,60150,Tsuga canadensis,,1.5,,,0.1,,0.1,<1kg,,0.204065773,0.167814299,0.204065773,0.036251474,,,,0.167814299,0.036251474,14.9,L,20111117,20121114,20131028,1.2,1.2,1.3,2.5,,,,,,Colby,Lindsey,Amanda,,,G,,,,,,L,,,6226,0.38,-1.44067433,-0.775171037,-0.859296052
366,Harvard Forest LTER,HFRT1,1,7,na,60149,60149,Tsuga canadensis,,2,,,0.3,,0.3,<1kg,,0.822681166,0.584677501,0.822681166,0.238003665,,,,0.584677501,0.238003665,15,LL,20111117,20121114,20131028,2,2.1,2.3,3.3,,,,,,Colby,Lindsey,Amanda,,,G,,,,,,L,,,6227,0.38,-0.623416355,-0.233083618,-0.448603642
367,Harvard Forest LTER,HFRT1,1,7,na,60152,60152,Tsuga canadensis,,2,,,0.7,,0.7,20-100kg,,21.23561687,17.30015407,21.23561687,3.935462806,,,,17.30015407,3.935462806,15.9,R,20111117,20121114,20131028,8,8.3,8.7,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6228,0.38,0.594995812,1.238049971,-0.333541666
368,Harvard Forest LTER,HFRT1,1,7,na,60153,60153,Tsuga canadensis,,2,,,0.4,,0.4,100-500kg,,134.1787389,127.2000217,134.1787389,6.978717287,,,,127.2000217,6.978717287,18.6,L,20111117,20121114,20131028,18.1,18,18.5,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,L,,,6229,0.38,0.843775605,2.104487185,-0.734589784
369,Harvard Forest LTER,HFRT1,1,7,na,,,,5344,1,,,,0.2,0.2,<1kg,,0.204065773,,,,0.167814299,0.204065773,0.036251474,0.167814299,0.036251474,31.9,RR,20111117,20121114,20131028,,,,1.2,1.3,1.4,,,,Colby,Lindsey,Amanda,,,,tc,,,,,R,,,6230,0.38,-1.44067433,-0.775171037,-0.859296052
370,Harvard Forest LTER,HFRT1,1,7,na,60254,60254,Acer pensylvanicum,,1.5,,,0,,0,1-5kg,,2.294985014,2.294985014,2.294985014,0,,,,2.294985014,0,37.9,RR,20111117,20121114,20131028,3.5,3.5,3.5,,,,,,,Colby,Lindsey,Amanda,,,,maybe dead,,,,,R,,,6231,0.44,,0.360779854,
371,Harvard Forest LTER,HFRT1,1,7,na,60255,60255,Acer pensylvanicum,,2.5,,,0.9,,0.9,5-20kg,,19.49063655,14.77616679,19.49063655,4.714469759,,,,14.77616679,4.714469759,38,RR,20111117,20121114,20131028,7.5,7.5,8.4,,,,,,,Colby,Lindsey,Amanda,,,,maybe dead,,,,,R,,,6232,0.44,0.673432854,1.169561785,-0.203738484
372,Harvard Forest LTER,HFRT1,1,7,na,60366,60366,Tsuga canadensis,,,,,,,,,,,,,,,,,,,42.1,L,20111117,20121114,20131028,3.4,,,,,,11_2012,,,Colby,Lindsey,Amanda,,,,dead,,,,,L,,,6233,0.38,,,
373,Harvard Forest LTER,HFRT1,1,7,na,60368,60368,Tsuga canadensis,,2,,,0.3,,0.3,100-500kg,,130.6618567,125.4896632,130.6618567,5.172193512,,,,125.4896632,5.172193512,42.5,R,20111117,20121114,20131028,18,18.1,18.3,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6234,0.38,0.713674765,2.098607954,-0.8602812
374,Harvard Forest LTER,HFRT1,1,7,na,,,,5343,1.5,,,,0.1,0.1,1-5kg,,1.110035743,,,,1.008593114,1.110035743,0.101442629,1.008593114,0.101442629,46.7,LL,20111117,20121114,20131028,,,,2.5,2.6,2.6,,,,Colby,Lindsey,Amanda,,,HEMLOCK,tc,,,,,L,,,6235,0.38,-0.993779504,0.003715999,-0.996566503
375,Harvard Forest LTER,HFRT1,1,7,na,60373,60373,Tsuga canadensis,,1.5,,,0,,0,5-20kg,,10.81197901,10.81197901,10.81197901,0,,,,10.81197901,0,47.7,C,20111117,20121114,20131028,6.6,6.5,6.6,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6236,0.38,,1.033905194,
376,Harvard Forest LTER,HFRT1,1,8,na,60365,60365,Acer rubrum,,2.5,,,0,,0,20-100kg,,36.01807799,36.01807799,36.01807799,0,,,,36.01807799,0,1,R,20111117,20121114,20131028,10.8,10.6,10.8,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6237,0.49,,1.556520534,
377,Harvard Forest LTER,HFRT1,1,8,na,60318,60318,Tsuga canadensis,,,,,0.1,,0.1,1-5kg,,3.180410484,2.989619757,3.180410484,0.190790727,,,,2.989619757,0.190790727,1.7,LL,20111117,20121114,20131028,3.9,4,4,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,L,,,6238,0.38,-0.719442737,0.475615955,-1.076154703
378,Harvard Forest LTER,HFRT1,1,8,na,,,,5342,1.5,,,,0.1,0.1,<1kg,,0.244575777,,,,0.244575777,0.244575777,0,0.244575777,0,1.8,LL,20111117,20121114,20131028,,,,1.4,1.4,1.5,,,,Colby,Lindsey,Amanda,,,HEMLOCK,tc,,,,,L,,,6239,0.38,,-0.611586558,
379,Harvard Forest LTER,HFRT1,1,8,na,60363,60363,Tsuga canadensis,,1.5,,,0.2,,0.2,5-20kg,,11.21665515,10.41605764,11.21665515,0.800597511,,,,10.41605764,0.800597511,2.1,RR,20111117,20121114,20131028,6.5,6.6,6.7,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6240,0.38,-0.096585764,1.017703375,-0.859863295
380,Harvard Forest LTER,HFRT1,1,8,na,60324,60324,Acer rubrum,,4,,,2.5,,2.5,100-500kg,,204.908233,152.598112,204.908233,52.31012094,,,,152.598112,52.31012094,3.7,RR,20111117,20121114,20131028,19.5,19.9,22,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6241,0.49,1.718585724,2.18354916,0.080923854
381,Harvard Forest LTER,HFRT1,1,8,na,60329,60329,Tsuga canadensis,,,,,,,,,,,,,,,,,,,8.7,R,20111117,20121114,20131028,6.3,,,,,,11_2012,,,Colby,Lindsey,Amanda,,,,dead,,,,,R,,,6242,0.38,,,
382,Harvard Forest LTER,HFRT1,1,8,60329,60330,60330,Tsuga canadensis,,,,,,,,,,,,,,,,,,,8.7,R,20111117,20121114,20131028,5,,,,,,11_2012,,,Colby,Lindsey,Amanda,,,"2 STEMS, RECENTLY BLOWN OVER",dead,,,,,R,,,6243,0.38,,,
383,Harvard Forest LTER,HFRT1,1,8,na,,,,5341,1.5,,,,,,,,,,,,,,,,,12.2,L,20111117,20121114,20131028,,,1.8,1.7,,,,,,Colby,Lindsey,Amanda,,,,tc,,,,,L,,,6244,0.38,,,
384,Harvard Forest LTER,HFRT1,1,8,na,60521,60521,Tsuga canadensis,,1.5,Dead,Dead,,,,,,,,,,,,,,,12.4,R,20111117,20121114,20131028,1.5,,,,,,11_2012,,,Colby,Lindsey,Amanda,,,G,tc dead,,,,,R,,,6245,0.38,,,
385,Harvard Forest LTER,HFRT1,1,8,na,60522,60522,Tsuga canadensis,,1.5,45º,,0.1,,0.1,20-100kg,,20.64412848,20.06248535,20.64412848,0.581643129,,,,20.06248535,0.581643129,13.8,RR,20111117,20121114,20131028,8.5,8.4,8.6,,,,,,,Colby,Lindsey,Amanda,,,,fallen,,,,,R,,,6246,0.38,-0.235343398,1.302384733,-1.212131947
386,Harvard Forest LTER,HFRT1,1,8,na,60527,60527,Tsuga canadensis,,3,,,0.7,,0.7,100-500kg,,451.5971465,426.6089589,451.5971465,24.98818766,,,,426.6089589,24.98818766,17.1,C,20111117,20121114,20131028,29.7,29.9,30.4,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6247,0.38,1.397734759,2.630029972,-0.57478772
387,Harvard Forest LTER,HFRT1,1,8,na,,,,5340,1,,,,0.1,0.1,<1kg,,0.204065773,,,,0.204065773,0.204065773,0,0.204065773,0,18.5,L,20111117,20121114,20131028,,,,1.3,1.3,1.4,,,,Colby,Lindsey,Amanda,,,,tc,,,,,C,,,6248,0.38,,-0.690229831,
388,Harvard Forest LTER,HFRT1,1,8,na,60528,60528,Acer rubrum,,4,,,0.4,,0.4,100-500kg,,141.3787072,134.1787389,141.3787072,7.199968259,,,,134.1787389,7.199968259,19.4,C,20111117,20121114,20131028,18.5,18.6,18.9,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6249,0.49,0.857330582,2.127683706,-0.738432197
389,Harvard Forest LTER,HFRT1,1,8,na,60529,60529,Tsuga canadensis,,1,,,0,,0,1-5kg,,2.294985014,2.294985014,2.294985014,0,,,,2.294985014,0,20.8,L,20111117,20121114,20131028,3.5,3.5,3.5,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6250,0.38,,0.360779854,
390,Harvard Forest LTER,HFRT1,1,8,na,60519,60519,Tsuga canadensis,,1,,,-0.1,,-0.1,1-5kg,,2.628757352,2.805761851,2.628757352,-0.177004498,,,,2.805761851,-0.177004498,21.1,R,20111117,20121114,20131028,3.8,3.7,3.7,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6251,0.38,,0.448050806,
391,Harvard Forest LTER,HFRT1,1,8,na,60530,60530,Tsuga canadensis,,1,,,0,,0,5-20kg,,8.221034637,8.221034637,8.221034637,0,,,,8.221034637,0,21.1,C,20111117,20121114,20131028,5.9,5.8,5.9,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6252,0.38,,0.914926478,
392,Harvard Forest LTER,HFRT1,1,8,na,60518,60518,Tsuga canadensis,,1.5,,,0.2,,0.2,5-20kg,,13.83180941,12.92407182,13.83180941,0.907737598,,,,12.92407182,0.907737598,21.9,RR,20111117,20121114,20131028,7.1,7.2,7.3,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,R,,,6253,0.38,-0.042039676,1.111399363,-0.875589198
393,Harvard Forest LTER,HFRT1,1,8,na,60520,60520,Tsuga canadensis,,1,,,,,,,,,,,,,,,,,22,C,20111117,20121114,20131028,3.4,,,,,,11_2012,,,Colby,Lindsey,Amanda,,,,tc dead,,,,,C,,,6254,0.38,,,
394,Harvard Forest LTER,HFRT1,1,8,na,60476,60476,Tsuga canadensis,,1.5,,,0.1,,0.1,<1kg,,0.9128423,0.822681166,0.9128423,0.090161134,,,,0.822681166,0.090161134,23.3,L,20111117,20121114,20131028,2.3,2.3,2.4,3.2,,,,,,Colby,Lindsey,Amanda,,,G,,,,,,L,,,6255,0.38,-1.044980635,-0.084768445,-0.981404301
395,Harvard Forest LTER,HFRT1,1,8,na,,,,5339,1.5,,,,0.2,0.2,1-5kg,,1.217270074,,,,1.008593114,1.217270074,0.20867696,1.008593114,0.20867696,23.8,R,20111117,20121114,20131028,,,,2.5,2.7,2.7,,,,Colby,Lindsey,Amanda,,,,tc,,,,,R,,,6256,0.38,-0.680525499,0.003715999,-0.683312498
396,Harvard Forest LTER,HFRT1,1,8,na,60478,60478,Tsuga canadensis,,1.5,Dead,Dead,,,,,,,,,,,,,,,27.3,C,20111117,20121114,20131028,2,,,,,,11_2012,,,Colby,Lindsey,Amanda,,,G,tc dead,,,,,C,,,6257,0.38,,,
397,Harvard Forest LTER,HFRT1,1,8,na,60479,60479,Tsuga canadensis,,3,,,0.2,,0.2,5-20kg,,17.30015407,16.26232924,17.30015407,1.037824832,,,,16.26232924,1.037824832,30,C,20111117,20121114,20131028,7.8,7.7,8,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6258,0.38,0.016124058,1.211182749,-0.892263004
398,Harvard Forest LTER,HFRT1,1,8,na,,,,5338,1.5,,,,0.2,0.2,<1kg,,0.204065773,,,,0.204065773,0.204065773,0,0.204065773,0,30.7,LL,20111117,20121114,20131028,,,,1.3,1.3,1.5,,,,Colby,Lindsey,Amanda,,,,tc,,,,,L,,,6259,0.38,,-0.690229831,
399,Harvard Forest LTER,HFRT1,1,8,na,,,,5337,2,,,,0.2,0.2,<1kg,,0.244575777,,,,0.204065773,0.244575777,0.040510004,0.204065773,0.040510004,31.5,L,20111117,20121114,20131028,,,,1.3,1.4,1.5,,,,Colby,Lindsey,Amanda,,,,tc,,,,,L,,,6260,0.38,-1.392437714,-0.690229831,-0.87476534
400,Harvard Forest LTER,HFRT1,1,8,na,60711,60711,Fagus grandifolia,,2.5,,,0.1,,0.1,<1kg,,0.393053372,0.338935271,0.393053372,0.054118102,,,,0.338935271,0.054118102,33.6,L,20111117,20121114,20131028,1.6,1.7,1.7,2.4,,,,,,Colby,Lindsey,Amanda,,,G,,,,,,L,,,6261,0.56,-1.266657443,-0.469883234,-0.914245017
401,Harvard Forest LTER,HFRT1,1,8,na,60714,60714,Tsuga canadensis,,4,,,,,,,,,,,,,,,,,35.5,C,20111117,20121114,20131028,,57.2,57.3,,,,,,,Colby,Lindsey,Amanda,,,"3 STEMS, FIRST TWO TOO HIGH TO MEASURE",,,,,,C,,,6262,0.38,,,
402,Harvard Forest LTER,HFRT1,1,8,60714,60713,60713,Tsuga canadensis,,4,,,,,,,,,,,,,,,,,35.5,C,20111117,20121114,20131028,,31.3,31.4,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6263,0.38,,,
403,Harvard Forest LTER,HFRT1,1,8,60714,60715,60715,Tsuga canadensis,,1.5,,,0.1,,0.1,1-5kg,,4.475054711,4.241059495,4.475054711,0.233995216,,,,4.241059495,0.233995216,35.5,C,20111117,20121114,20131028,4.5,4.6,4.6,,,,,,,Colby,Lindsey,Amanda,,,,,,,,,C,,,6264,0.38,-0.630793022,0.627474365,-1.101398795
404,Harvard Forest LTER,HFRT1,2,8,na,,,,5541,1,,,,,,,,,,,,,,,,,36.2,R,20121114,20121114,20131028,,,,,1.2,1.5,,,,Colby,Lindsey,Amanda,,,,tc,,,,,,,,6265,0.38,,,
405,Harvard Forest LTER,HFRT1,1,8,na,,,,5336,1.5,,,,0.1,0.1,<1kg,,0.135672746,,,,0.107485427,0.135672746,0.028187318,0.107485427,0.028187318,36.4,R,20111117,20121114,20131028,,,,1,1.1,1.1,,d,,Colby,Lindsey,Amanda,,,HEMLOCK,tc,,,,,L,,,6266,0.38,-1.549946245,-0.968650414,-0.823458434
406,Harvard Forest LTER,HFRT1,1,8,na,,,,5332,1.5,,,,,,,,,,,,,,,,,36.7,C,20111117,20121114,20131028,,,,1.8,1.9,,,,,Colby,Lindsey,Amanda,,,HEMLOCK,tc,couldn't find,,,,C,,,6267,0.38,,,
407,Harvard Forest LTER,HFRT1,1,8,na,,,,5334,1.5,,,,0.2,0.2,<1kg,,0.515803175,,,,0.393053372,0.515803175,0.122749803,0.393053372,0.122749803,36.8,LL,20111117,20121114,20131028,,,,1.7,1.9,1.9,,,,Colby,Lindsey,Amanda,,,HEMLOCK,tc,,,,,L,,,6268,0.38,-0.910979196,-0.405548474,-0.606817841
408,Harvard Forest LTER,HFRT1,1,8,na,,,,5335,1,45º,,,0.2,0.2,<1kg,,0.167814299,,,,0.107485427,0.167814299,0.060328871,0.107485427,0.060328871,36.8,R,20111117,20121114,20131028,,,,1,1.2,1.2,,d,,Colby,Lindsey,Amanda,,,HEMLOCK,tc,,,,,L,,,6269,0.38,-1.219474802,-0.968650414,-0.492986992
409,Harvard Forest LTER,HFRT1,1,8,na,,,,5331,1,,,,0.1,0.1,<1kg,,0.393053372,,,,0.338935271,0.393053372,0.054118102,0.338935271,0.054118102,37,C,20111117,20121114,20131028,,,,1.6,1.7,1.7,,,,Colby,Lindsey,Amanda,,,HEMLOCK,tc,,,,,C,,,6270,0.38,-1.266657443,-0.469883234,-0.914245017
